Time,Left Leg (kg),Right Leg (kg),Total (kg),Status,Affected Muscle
25/03/2026 15:54:30,80.35,69.67,150.02,Imbalance,Right Sartorius
25/03/2026 15:55:00,63.01,79.03,142.04,Imbalance,Left Vastus Lateralis
25/03/2026 15:55:30,43.2,30.0,73.2,Imbalance,Right Gluteus Minimus
25/03/2026 15:56:00,68.13,64.54,132.67,Imbalance,Right Tibialis Anterior
25/03/2026 15:56:30,40.56,39.29,79.85,Balanced,Balanced
25/03/2026 15:57:00,47.66,30.0,77.66,Imbalance,Right Gluteus Medius
25/03/2026 15:57:30,58.31,56.39,114.7,Balanced,Balanced
25/03/2026 15:58:00,51.06,44.36,95.42,Imbalance,Right Rectus Femoris
25/03/2026 15:58:30,48.64,47.42,96.06,Balanced,Balanced
25/03/2026 15:59:00,87.01,87.23,174.24,Balanced,Balanced
25/03/2026 15:59:30,80.0,75.39,155.39,Imbalance,Right Gastrocnemius
25/03/2026 16:00:00,79.32,95.0,174.32,Imbalance,Left Adductor Magnus
25/03/2026 16:00:30,38.06,30.0,68.06,Imbalance,Right Adductor Longus
25/03/2026 16:01:00,43.03,41.63,84.66,Balanced,Balanced
25/03/2026 16:01:30,58.73,44.54,103.27,Imbalance,Right Semitendinosus
25/03/2026 16:02:00,40.56,54.19,94.75,Imbalance,Left Semimembranosus
25/03/2026 16:02:30,56.33,62.82,119.15,Imbalance,Left Gastrocnemius
25/03/2026 16:03:00,41.37,30.0,71.37,Imbalance,Right Gluteus Maximus
25/03/2026 16:03:30,50.77,36.64,87.41,Imbalance,Right Gracilis
25/03/2026 16:04:00,51.33,51.58,102.91,Balanced,Balanced
25/03/2026 16:04:30,67.18,84.93,152.11,Imbalance,Left Sartorius
25/03/2026 16:05:00,56.6,70.19,126.79,Imbalance,Left Vastus Medialis
25/03/2026 16:05:30,76.13,53.03,129.16,Imbalance,Right Semitendinosus
25/03/2026 16:06:00,51.84,46.1,97.94,Imbalance,Right Gastrocnemius
25/03/2026 16:06:30,34.13,30.0,64.13,Imbalance,Right Gluteus Maximus
25/03/2026 16:07:00,33.32,35.03,68.35,Balanced,Balanced
25/03/2026 16:07:30,74.11,67.43,141.54,Imbalance,Right Tibialis Anterior
25/03/2026 16:08:00,77.27,94.41,171.68,Imbalance,Left Vastus Medialis
25/03/2026 16:08:30,32.66,46.91,79.57,Imbalance,Left Adductor Magnus
25/03/2026 16:09:00,40.05,39.19,79.24,Balanced,Balanced
25/03/2026 16:09:30,87.7,82.95,170.65,Imbalance,Right Peroneus Longus
25/03/2026 16:10:00,39.96,35.04,75.0,Imbalance,Right Peroneus Longus
25/03/2026 16:10:30,73.37,93.07,166.44,Imbalance,Left Vastus Lateralis
25/03/2026 16:11:00,89.96,95.0,184.96,Imbalance,Left Gastrocnemius
25/03/2026 16:11:30,68.48,68.72,137.2,Balanced,Balanced
25/03/2026 16:12:00,49.68,53.49,103.17,Imbalance,Left Gastrocnemius
25/03/2026 16:12:30,46.57,45.74,92.31,Balanced,Balanced
25/03/2026 16:13:00,75.04,51.94,126.98,Imbalance,Right Tensor Fasciae Latae
25/03/2026 16:13:30,86.13,95.0,181.13,Imbalance,Left Sartorius
25/03/2026 16:14:00,45.28,46.41,91.69,Balanced,Balanced
25/03/2026 16:14:30,61.23,59.57,120.8,Balanced,Balanced
25/03/2026 16:15:00,51.77,30.0,81.77,Imbalance,Right Gluteus Minimus
25/03/2026 16:15:30,64.63,74.45,139.08,Imbalance,Left Vastus Medialis
25/03/2026 16:16:00,86.81,95.0,181.81,Imbalance,Left Semimembranosus
25/03/2026 16:16:30,53.4,52.14,105.54,Balanced,Balanced
25/03/2026 16:17:00,57.85,50.5,108.35,Imbalance,Right Soleus
25/03/2026 16:17:30,56.58,56.49,113.07,Balanced,Balanced
25/03/2026 16:18:00,39.74,30.0,69.74,Imbalance,Right Tensor Fasciae Latae
25/03/2026 16:18:30,64.22,73.67,137.89,Imbalance,Left Soleus
25/03/2026 16:19:00,78.95,58.82,137.77,Imbalance,Right Semimembranosus
25/03/2026 16:19:30,77.02,95.0,172.02,Imbalance,Left Semimembranosus
25/03/2026 16:20:00,32.01,32.96,64.97,Balanced,Balanced
25/03/2026 16:20:30,71.89,94.19,166.08,Imbalance,Left Semimembranosus
25/03/2026 16:21:00,65.57,47.66,113.23,Imbalance,Right Adductor Longus
25/03/2026 16:21:30,60.7,36.18,96.88,Imbalance,Right Tensor Fasciae Latae
25/03/2026 16:22:00,31.48,38.9,70.38,Imbalance,Left Vastus Medialis
25/03/2026 16:22:30,52.62,46.21,98.83,Imbalance,Right Tibialis Anterior
25/03/2026 16:23:00,51.35,30.0,81.35,Imbalance,Right Tensor Fasciae Latae
25/03/2026 16:23:30,59.0,78.32,137.32,Imbalance,Left Semimembranosus
25/03/2026 16:24:00,66.17,65.83,132.0,Balanced,Balanced
25/03/2026 16:24:30,37.76,56.57,94.33,Imbalance,Left Iliopsoas
25/03/2026 16:25:00,59.51,60.66,120.17,Balanced,Balanced
25/03/2026 16:25:30,86.87,95.0,181.87,Imbalance,Left Rectus Femoris
25/03/2026 16:26:00,66.72,67.63,134.35,Balanced,Balanced
25/03/2026 16:26:30,71.16,52.54,123.7,Imbalance,Right Gracilis
25/03/2026 16:27:00,47.37,45.7,93.07,Balanced,Balanced
25/03/2026 16:27:30,80.83,82.1,162.93,Balanced,Balanced
25/03/2026 16:28:00,55.49,58.49,113.98,Imbalance,Left Soleus
25/03/2026 16:28:30,66.77,66.14,132.91,Balanced,Balanced
25/03/2026 16:29:00,75.58,83.52,159.1,Imbalance,Left Peroneus Longus
25/03/2026 16:29:30,58.38,64.59,122.97,Imbalance,Left Tibialis Anterior
25/03/2026 16:30:00,85.64,86.75,172.39,Balanced,Balanced
25/03/2026 16:30:30,33.05,30.0,63.05,Imbalance,Right Gracilis
25/03/2026 16:31:00,61.8,61.89,123.69,Balanced,Balanced
25/03/2026 16:31:30,68.33,91.92,160.25,Imbalance,Left Gracilis
25/03/2026 16:32:00,52.84,44.35,97.19,Imbalance,Right Vastus Lateralis
25/03/2026 16:32:30,47.36,30.39,77.75,Imbalance,Right Iliopsoas
25/03/2026 16:33:00,67.29,61.59,128.88,Imbalance,Right Tibialis Anterior
25/03/2026 16:33:30,54.36,57.64,112.0,Imbalance,Left Soleus
25/03/2026 16:34:00,85.1,76.0,161.1,Imbalance,Right Tibialis Anterior
25/03/2026 16:34:30,80.69,95.0,175.69,Imbalance,Left Rectus Femoris
25/03/2026 16:35:00,45.14,39.06,84.2,Imbalance,Right Sartorius
25/03/2026 16:35:30,83.62,83.0,166.62,Balanced,Balanced
25/03/2026 16:36:00,35.42,30.0,65.42,Imbalance,Right Gluteus Medius
25/03/2026 16:36:30,46.99,45.17,92.16,Balanced,Balanced
25/03/2026 16:37:00,47.29,66.69,113.98,Imbalance,Left Biceps Femoris
25/03/2026 16:37:30,45.96,45.26,91.22,Balanced,Balanced
25/03/2026 16:38:00,84.7,85.51,170.21,Balanced,Balanced
25/03/2026 16:38:30,42.02,59.66,101.68,Imbalance,Left Semimembranosus
25/03/2026 16:39:00,33.6,47.47,81.07,Imbalance,Left Biceps Femoris
25/03/2026 16:39:30,53.09,57.9,110.99,Imbalance,Left Soleus
25/03/2026 16:40:00,62.41,51.93,114.34,Imbalance,Right Vastus Medialis
25/03/2026 16:40:30,66.83,68.22,135.05,Balanced,Balanced
25/03/2026 16:41:00,65.98,42.1,108.08,Imbalance,Right Tensor Fasciae Latae
25/03/2026 16:41:30,73.85,95.0,168.85,Imbalance,Left Semitendinosus
25/03/2026 16:42:00,64.34,76.68,141.02,Imbalance,Left Rectus Femoris
25/03/2026 16:42:30,45.12,65.91,111.03,Imbalance,Left Gluteus Maximus
25/03/2026 16:43:00,64.89,82.23,147.12,Imbalance,Left Vastus Lateralis
25/03/2026 16:43:30,73.26,72.39,145.65,Balanced,Balanced
25/03/2026 16:44:00,41.93,60.37,102.3,Imbalance,Left Tensor Fasciae Latae
25/03/2026 16:44:30,75.16,95.0,170.16,Imbalance,Left Adductor Longus
25/03/2026 16:45:00,35.85,36.09,71.94,Balanced,Balanced
25/03/2026 16:45:30,34.66,34.16,68.82,Balanced,Balanced
25/03/2026 16:46:00,46.25,30.95,77.2,Imbalance,Right Tensor Fasciae Latae
25/03/2026 16:46:30,41.98,52.07,94.05,Imbalance,Left Vastus Medialis
25/03/2026 16:47:00,81.79,76.38,158.17,Imbalance,Right Tibialis Anterior
25/03/2026 16:47:30,82.26,80.58,162.84,Balanced,Balanced
25/03/2026 16:48:00,81.17,62.78,143.95,Imbalance,Right Adductor Magnus
25/03/2026 16:48:30,67.81,46.62,114.43,Imbalance,Right Tensor Fasciae Latae
25/03/2026 16:49:00,61.06,36.25,97.31,Imbalance,Right Iliopsoas
25/03/2026 16:49:30,38.54,30.0,68.54,Imbalance,Right Gluteus Minimus
25/03/2026 16:50:00,72.1,57.02,129.12,Imbalance,Right Rectus Femoris
25/03/2026 16:50:30,76.65,78.04,154.69,Balanced,Balanced
25/03/2026 16:51:00,58.03,69.86,127.89,Imbalance,Left Vastus Lateralis
25/03/2026 16:51:30,44.36,53.46,97.82,Imbalance,Left Sartorius
25/03/2026 16:52:00,41.49,42.56,84.05,Balanced,Balanced
25/03/2026 16:52:30,39.61,41.18,80.79,Balanced,Balanced
25/03/2026 16:53:00,89.04,94.47,183.51,Imbalance,Left Peroneus Longus
25/03/2026 16:53:30,48.91,48.25,97.16,Balanced,Balanced
25/03/2026 16:54:00,70.55,69.87,140.42,Balanced,Balanced
25/03/2026 16:54:30,42.31,55.25,97.56,Imbalance,Left Semimembranosus
25/03/2026 16:55:00,51.4,68.21,119.61,Imbalance,Left Semimembranosus
25/03/2026 16:55:30,57.97,73.82,131.79,Imbalance,Left Adductor Magnus
25/03/2026 16:56:00,78.07,64.86,142.93,Imbalance,Right Vastus Medialis
25/03/2026 16:56:30,34.16,30.0,64.16,Imbalance,Right Sartorius
25/03/2026 16:57:00,87.53,75.14,162.67,Imbalance,Right Sartorius
25/03/2026 16:57:30,81.71,68.48,150.19,Imbalance,Right Sartorius
25/03/2026 16:58:00,89.19,89.84,179.03,Balanced,Balanced
25/03/2026 16:58:30,31.31,30.0,61.31,Imbalance,Right Sartorius
25/03/2026 16:59:00,77.13,55.78,132.91,Imbalance,Right Gracilis
25/03/2026 16:59:30,61.13,61.75,122.88,Balanced,Balanced
25/03/2026 17:00:00,41.43,30.0,71.43,Imbalance,Right Gluteus Minimus
25/03/2026 17:00:30,65.18,73.61,138.79,Imbalance,Left Gastrocnemius
25/03/2026 17:01:00,58.75,58.62,117.37,Balanced,Balanced
25/03/2026 17:01:30,40.97,62.9,103.87,Imbalance,Left Iliopsoas
25/03/2026 17:02:00,68.35,88.86,157.21,Imbalance,Left Gracilis
25/03/2026 17:02:30,30.42,30.0,60.42,Imbalance,Right Gracilis
25/03/2026 17:03:00,81.56,93.42,174.98,Imbalance,Left Tibialis Anterior
25/03/2026 17:03:30,84.46,95.0,179.46,Imbalance,Left Semitendinosus
25/03/2026 17:04:00,30.87,41.41,72.28,Imbalance,Left Semitendinosus
25/03/2026 17:04:30,37.74,59.8,97.54,Imbalance,Left Iliopsoas
25/03/2026 17:05:00,40.41,30.0,70.41,Imbalance,Right Semimembranosus
25/03/2026 17:05:30,30.59,30.0,60.59,Imbalance,Right Gluteus Minimus
25/03/2026 17:06:00,53.52,68.13,121.65,Imbalance,Left Semimembranosus
25/03/2026 17:06:30,87.82,73.64,161.46,Imbalance,Right Vastus Medialis
25/03/2026 17:07:00,86.63,85.51,172.14,Balanced,Balanced
25/03/2026 17:07:30,69.78,54.93,124.71,Imbalance,Right Vastus Lateralis
25/03/2026 17:08:00,48.57,44.51,93.08,Imbalance,Right Peroneus Longus
25/03/2026 17:08:30,84.23,82.86,167.09,Balanced,Balanced
25/03/2026 17:09:00,59.02,78.68,137.7,Imbalance,Left Semimembranosus
25/03/2026 17:09:30,65.31,78.36,143.67,Imbalance,Left Vastus Medialis
25/03/2026 17:10:00,80.17,79.46,159.63,Balanced,Balanced
25/03/2026 17:10:30,82.57,82.45,165.02,Balanced,Balanced
25/03/2026 17:11:00,83.13,95.0,178.13,Imbalance,Left Rectus Femoris
25/03/2026 17:11:30,80.93,80.46,161.39,Balanced,Balanced
25/03/2026 17:12:00,55.46,59.79,115.25,Imbalance,Left Soleus
25/03/2026 17:12:30,59.83,61.19,121.02,Balanced,Balanced
25/03/2026 17:13:00,89.22,85.63,174.85,Imbalance,Right Soleus
25/03/2026 17:13:30,39.21,34.84,74.05,Imbalance,Right Tibialis Anterior
25/03/2026 17:14:00,73.62,62.81,136.43,Imbalance,Right Rectus Femoris
25/03/2026 17:14:30,54.63,45.64,100.27,Imbalance,Right Vastus Medialis
25/03/2026 17:15:00,80.34,66.38,146.72,Imbalance,Right Sartorius
25/03/2026 17:15:30,60.16,61.18,121.34,Balanced,Balanced
25/03/2026 17:16:00,67.85,59.1,126.95,Imbalance,Right Peroneus Longus
25/03/2026 17:16:30,70.81,57.69,128.5,Imbalance,Right Vastus Medialis
25/03/2026 17:17:00,84.6,93.1,177.7,Imbalance,Left Soleus
25/03/2026 17:17:30,65.66,64.97,130.63,Balanced,Balanced
25/03/2026 17:18:00,63.84,64.83,128.67,Balanced,Balanced
25/03/2026 17:18:30,30.13,51.32,81.45,Imbalance,Left Iliopsoas
25/03/2026 17:19:00,64.19,62.78,126.97,Balanced,Balanced
25/03/2026 17:19:30,49.76,45.72,95.48,Imbalance,Right Peroneus Longus
25/03/2026 17:20:00,45.27,51.94,97.21,Imbalance,Left Tibialis Anterior
25/03/2026 17:20:30,55.35,80.23,135.58,Imbalance,Left Gluteus Maximus
25/03/2026 17:21:00,81.86,77.06,158.92,Imbalance,Right Gastrocnemius
25/03/2026 17:21:30,48.55,68.86,117.41,Imbalance,Left Gracilis
25/03/2026 17:22:00,34.17,30.0,64.17,Imbalance,Right Vastus Lateralis
25/03/2026 17:22:30,80.3,80.47,160.77,Balanced,Balanced
25/03/2026 17:23:00,41.82,55.44,97.26,Imbalance,Left Semitendinosus
25/03/2026 17:23:30,48.75,30.0,78.75,Imbalance,Right Gluteus Minimus
25/03/2026 17:24:00,34.75,30.0,64.75,Imbalance,Right Gluteus Maximus
25/03/2026 17:24:30,51.38,49.52,100.9,Balanced,Balanced
25/03/2026 17:25:00,53.13,30.53,83.66,Imbalance,Right Gluteus Maximus
25/03/2026 17:25:30,79.06,87.72,166.78,Imbalance,Left Tibialis Anterior
25/03/2026 17:26:00,87.26,95.0,182.26,Imbalance,Left Peroneus Longus
25/03/2026 17:26:30,30.8,36.69,67.49,Imbalance,Left Rectus Femoris
25/03/2026 17:27:00,65.58,64.77,130.35,Balanced,Balanced
25/03/2026 17:27:30,53.85,53.99,107.84,Balanced,Balanced
25/03/2026 17:28:00,73.36,64.88,138.24,Imbalance,Right Soleus
25/03/2026 17:28:30,50.26,34.67,84.93,Imbalance,Right Gluteus Minimus
25/03/2026 17:29:00,41.47,37.04,78.51,Imbalance,Right Tibialis Anterior
25/03/2026 17:29:30,71.16,62.21,133.37,Imbalance,Right Tibialis Anterior
25/03/2026 17:30:00,57.68,36.86,94.54,Imbalance,Right Gluteus Minimus
25/03/2026 17:30:30,30.8,30.0,60.8,Balanced,Balanced
25/03/2026 17:31:00,47.16,37.78,84.94,Imbalance,Right Vastus Lateralis
25/03/2026 17:31:30,69.79,89.28,159.07,Imbalance,Left Adductor Longus
25/03/2026 17:32:00,67.3,58.63,125.93,Imbalance,Right Tibialis Anterior
25/03/2026 17:32:30,81.0,90.22,171.22,Imbalance,Left Gastrocnemius
25/03/2026 17:33:00,61.43,56.64,118.07,Imbalance,Right Peroneus Longus
25/03/2026 17:33:30,30.67,47.99,78.66,Imbalance,Left Gluteus Medius
25/03/2026 17:34:00,42.48,32.29,74.77,Imbalance,Right Biceps Femoris
25/03/2026 17:34:30,69.88,56.98,126.86,Imbalance,Right Sartorius
25/03/2026 17:35:00,55.21,35.03,90.24,Imbalance,Right Iliopsoas
25/03/2026 17:35:30,86.99,95.0,181.99,Imbalance,Left Tibialis Anterior
25/03/2026 17:36:00,68.84,64.8,133.64,Imbalance,Right Gastrocnemius
25/03/2026 17:36:30,46.23,46.66,92.89,Balanced,Balanced
25/03/2026 17:37:00,65.91,50.51,116.42,Imbalance,Right Adductor Longus
25/03/2026 17:37:30,75.38,80.45,155.83,Imbalance,Left Gastrocnemius
25/03/2026 17:38:00,78.9,58.15,137.05,Imbalance,Right Semitendinosus
25/03/2026 17:38:30,40.22,49.38,89.6,Imbalance,Left Vastus Lateralis
25/03/2026 17:39:00,70.53,94.52,165.05,Imbalance,Left Semimembranosus
25/03/2026 17:39:30,31.11,31.46,62.57,Balanced,Balanced
25/03/2026 17:40:00,84.61,95.0,179.61,Imbalance,Left Sartorius
25/03/2026 17:40:30,85.17,84.2,169.37,Balanced,Balanced
25/03/2026 17:41:00,32.72,36.64,69.36,Imbalance,Left Soleus
25/03/2026 17:41:30,64.3,54.67,118.97,Imbalance,Right Vastus Medialis
25/03/2026 17:42:00,69.11,70.81,139.92,Balanced,Balanced
25/03/2026 17:42:30,81.85,71.21,153.06,Imbalance,Right Tibialis Anterior
25/03/2026 17:43:00,84.75,63.62,148.37,Imbalance,Right Semimembranosus
25/03/2026 17:43:30,44.86,46.66,91.52,Balanced,Balanced
25/03/2026 17:44:00,76.42,74.93,151.35,Balanced,Balanced
25/03/2026 17:44:30,42.23,39.06,81.29,Imbalance,Right Soleus
25/03/2026 17:45:00,81.59,95.0,176.59,Imbalance,Left Vastus Medialis
25/03/2026 17:45:30,82.61,95.0,177.61,Imbalance,Left Rectus Femoris
25/03/2026 17:46:00,61.0,62.86,123.86,Balanced,Balanced
25/03/2026 17:46:30,79.38,84.93,164.31,Imbalance,Left Peroneus Longus
25/03/2026 17:47:00,53.88,37.79,91.67,Imbalance,Right Gracilis
25/03/2026 17:47:30,63.97,62.61,126.58,Balanced,Balanced
25/03/2026 17:48:00,51.15,52.3,103.45,Balanced,Balanced
25/03/2026 17:48:30,36.92,30.0,66.92,Imbalance,Right Semitendinosus
25/03/2026 17:49:00,59.77,49.21,108.98,Imbalance,Right Vastus Medialis
25/03/2026 17:49:30,63.11,50.26,113.37,Imbalance,Right Rectus Femoris
25/03/2026 17:50:00,83.47,84.71,168.18,Balanced,Balanced
25/03/2026 17:50:30,56.82,77.87,134.69,Imbalance,Left Semitendinosus
25/03/2026 17:51:00,44.63,61.31,105.94,Imbalance,Left Adductor Longus
25/03/2026 17:51:30,76.35,95.0,171.35,Imbalance,Left Adductor Longus
25/03/2026 17:52:00,42.25,52.78,95.03,Imbalance,Left Vastus Medialis
25/03/2026 17:52:30,79.51,88.58,168.09,Imbalance,Left Tibialis Anterior
25/03/2026 17:53:00,41.64,66.42,108.06,Imbalance,Left Gluteus Medius
25/03/2026 17:53:30,46.19,42.92,89.11,Imbalance,Right Peroneus Longus
25/03/2026 17:54:00,56.68,53.38,110.06,Imbalance,Right Tibialis Anterior
25/03/2026 17:54:30,54.76,54.13,108.89,Balanced,Balanced
25/03/2026 17:55:00,62.44,63.81,126.25,Balanced,Balanced
25/03/2026 17:55:30,69.8,70.22,140.02,Balanced,Balanced
25/03/2026 17:56:00,67.82,62.45,130.27,Imbalance,Right Tibialis Anterior
25/03/2026 17:56:30,55.16,35.11,90.27,Imbalance,Right Gluteus Medius
25/03/2026 17:57:00,78.89,61.13,140.02,Imbalance,Right Biceps Femoris
25/03/2026 17:57:30,64.32,85.45,149.77,Imbalance,Left Adductor Longus
25/03/2026 17:58:00,75.05,65.96,141.01,Imbalance,Right Tibialis Anterior
25/03/2026 17:58:30,45.65,50.6,96.25,Imbalance,Left Tibialis Anterior
25/03/2026 17:59:00,54.73,56.57,111.3,Balanced,Balanced
25/03/2026 17:59:30,80.64,89.31,169.95,Imbalance,Left Gastrocnemius
25/03/2026 18:00:00,48.64,38.06,86.7,Imbalance,Right Semitendinosus
25/03/2026 18:00:30,38.94,30.0,68.94,Imbalance,Right Gracilis
25/03/2026 18:01:00,45.93,59.09,105.02,Imbalance,Left Semimembranosus
25/03/2026 18:01:30,61.08,61.93,123.01,Balanced,Balanced
25/03/2026 18:02:00,78.87,95.0,173.87,Imbalance,Left Vastus Medialis
25/03/2026 18:02:30,44.0,50.19,94.19,Imbalance,Left Gastrocnemius
25/03/2026 18:03:00,77.44,83.89,161.33,Imbalance,Left Soleus
25/03/2026 18:03:30,64.75,88.74,153.49,Imbalance,Left Adductor Longus
25/03/2026 18:04:00,87.81,95.0,182.81,Imbalance,Left Gastrocnemius
25/03/2026 18:04:30,84.97,84.87,169.84,Balanced,Balanced
25/03/2026 18:05:00,58.29,56.89,115.18,Balanced,Balanced
25/03/2026 18:05:30,58.09,65.83,123.92,Imbalance,Left Peroneus Longus
25/03/2026 18:06:00,63.25,42.45,105.7,Imbalance,Right Gluteus Medius
25/03/2026 18:06:30,64.13,42.32,106.45,Imbalance,Right Tensor Fasciae Latae
25/03/2026 18:07:00,46.62,45.93,92.55,Balanced,Balanced
25/03/2026 18:07:30,89.54,76.95,166.49,Imbalance,Right Vastus Lateralis
25/03/2026 18:08:00,85.52,84.17,169.69,Balanced,Balanced
25/03/2026 18:08:30,53.12,48.46,101.58,Imbalance,Right Gastrocnemius
25/03/2026 18:09:00,58.92,71.85,130.77,Imbalance,Left Vastus Lateralis
25/03/2026 18:09:30,41.49,33.64,75.13,Imbalance,Right Sartorius
25/03/2026 18:10:00,76.04,74.15,150.19,Balanced,Balanced
25/03/2026 18:10:30,81.54,62.64,144.18,Imbalance,Right Biceps Femoris
25/03/2026 18:11:00,53.43,39.53,92.96,Imbalance,Right Biceps Femoris
25/03/2026 18:11:30,74.92,69.38,144.3,Imbalance,Right Tibialis Anterior
25/03/2026 18:12:00,43.72,41.94,85.66,Balanced,Balanced
25/03/2026 18:12:30,82.28,86.46,168.74,Imbalance,Left Peroneus Longus
25/03/2026 18:13:00,83.72,94.32,178.04,Imbalance,Left Peroneus Longus
25/03/2026 18:13:30,33.42,30.0,63.42,Imbalance,Right Gluteus Medius
25/03/2026 18:14:00,74.31,73.95,148.26,Balanced,Balanced
25/03/2026 18:14:30,61.13,60.08,121.21,Balanced,Balanced
25/03/2026 18:15:00,48.42,55.86,104.28,Imbalance,Left Sartorius
25/03/2026 18:15:30,81.23,82.97,164.2,Balanced,Balanced
25/03/2026 18:16:00,72.93,60.7,133.63,Imbalance,Right Rectus Femoris
25/03/2026 18:16:30,76.84,82.05,158.89,Imbalance,Left Peroneus Longus
25/03/2026 18:17:00,57.18,79.25,136.43,Imbalance,Left Biceps Femoris
25/03/2026 18:17:30,68.61,81.77,150.38,Imbalance,Left Sartorius
25/03/2026 18:18:00,51.09,73.53,124.62,Imbalance,Left Iliopsoas
25/03/2026 18:18:30,48.94,56.83,105.77,Imbalance,Left Vastus Medialis
25/03/2026 18:19:00,56.71,71.65,128.36,Imbalance,Left Vastus Lateralis
25/03/2026 18:19:30,31.6,30.0,61.6,Imbalance,Right Gluteus Medius
25/03/2026 18:20:00,49.21,30.38,79.59,Imbalance,Right Gluteus Medius
25/03/2026 18:20:30,42.89,33.83,76.72,Imbalance,Right Vastus Medialis
25/03/2026 18:21:00,69.89,70.78,140.67,Balanced,Balanced
25/03/2026 18:21:30,55.0,61.14,116.14,Imbalance,Left Soleus
25/03/2026 18:22:00,40.13,30.0,70.13,Imbalance,Right Gluteus Medius
25/03/2026 18:22:30,70.62,78.15,148.77,Imbalance,Left Soleus
25/03/2026 18:23:00,45.76,30.0,75.76,Imbalance,Right Gluteus Minimus
25/03/2026 18:23:30,30.5,41.27,71.77,Imbalance,Left Semitendinosus
25/03/2026 18:24:00,87.09,95.0,182.09,Imbalance,Left Soleus
25/03/2026 18:24:30,57.05,50.44,107.49,Imbalance,Right Peroneus Longus
25/03/2026 18:25:00,47.46,46.89,94.35,Balanced,Balanced
25/03/2026 18:25:30,68.76,78.36,147.12,Imbalance,Left Tibialis Anterior
25/03/2026 18:26:00,85.59,84.17,169.76,Balanced,Balanced
25/03/2026 18:26:30,87.38,80.33,167.71,Imbalance,Right Peroneus Longus
25/03/2026 18:27:00,42.44,42.71,85.15,Balanced,Balanced
25/03/2026 18:27:30,81.98,58.97,140.95,Imbalance,Right Adductor Magnus
25/03/2026 18:28:00,87.25,95.0,182.25,Imbalance,Left Gastrocnemius
25/03/2026 18:28:30,69.72,51.91,121.63,Imbalance,Right Semimembranosus
25/03/2026 18:29:00,85.64,90.61,176.25,Imbalance,Left Gastrocnemius
25/03/2026 18:29:30,31.92,30.0,61.92,Imbalance,Right Semitendinosus
25/03/2026 18:30:00,86.59,95.0,181.59,Imbalance,Left Vastus Lateralis
25/03/2026 18:30:30,74.31,90.26,164.57,Imbalance,Left Sartorius
25/03/2026 18:31:00,67.81,66.55,134.36,Balanced,Balanced
25/03/2026 18:31:30,37.14,30.0,67.14,Imbalance,Right Iliopsoas
25/03/2026 18:32:00,38.74,30.0,68.74,Imbalance,Right Gluteus Maximus
25/03/2026 18:32:30,87.72,95.0,182.72,Imbalance,Left Soleus
25/03/2026 18:33:00,60.2,62.1,122.3,Balanced,Balanced
25/03/2026 18:33:30,87.58,87.53,175.11,Balanced,Balanced
25/03/2026 18:34:00,56.45,54.93,111.38,Balanced,Balanced
25/03/2026 18:34:30,46.96,64.36,111.32,Imbalance,Left Biceps Femoris
25/03/2026 18:35:00,84.06,90.84,174.9,Imbalance,Left Soleus
25/03/2026 18:35:30,47.86,43.33,91.19,Imbalance,Right Soleus
25/03/2026 18:36:00,54.28,66.96,121.24,Imbalance,Left Sartorius
25/03/2026 18:36:30,38.98,62.53,101.51,Imbalance,Left Tensor Fasciae Latae
25/03/2026 18:37:00,50.34,30.0,80.34,Imbalance,Right Iliopsoas
25/03/2026 18:37:30,35.63,58.81,94.44,Imbalance,Left Gluteus Minimus
25/03/2026 18:38:00,41.27,59.96,101.23,Imbalance,Left Gluteus Maximus
25/03/2026 18:38:30,49.58,49.17,98.75,Balanced,Balanced
25/03/2026 18:39:00,57.02,66.19,123.21,Imbalance,Left Rectus Femoris
25/03/2026 18:39:30,52.96,53.12,106.08,Balanced,Balanced
25/03/2026 18:40:00,74.06,49.68,123.74,Imbalance,Right Iliopsoas
25/03/2026 18:40:30,40.84,39.82,80.66,Balanced,Balanced
25/03/2026 18:41:00,43.87,43.38,87.25,Balanced,Balanced
25/03/2026 18:41:30,81.38,82.52,163.9,Balanced,Balanced
25/03/2026 18:42:00,75.47,95.0,170.47,Imbalance,Left Biceps Femoris
25/03/2026 18:42:30,84.48,84.01,168.49,Balanced,Balanced
25/03/2026 18:43:00,39.81,51.76,91.57,Imbalance,Left Semitendinosus
25/03/2026 18:43:30,89.51,73.12,162.63,Imbalance,Right Vastus Lateralis
25/03/2026 18:44:00,61.0,54.49,115.49,Imbalance,Right Soleus
25/03/2026 18:44:30,88.39,79.84,168.23,Imbalance,Right Tibialis Anterior
25/03/2026 18:45:00,75.0,95.0,170.0,Imbalance,Left Vastus Lateralis
25/03/2026 18:45:30,44.58,52.42,97.0,Imbalance,Left Sartorius
25/03/2026 18:46:00,65.32,63.45,128.77,Balanced,Balanced
25/03/2026 18:46:30,63.03,86.1,149.13,Imbalance,Left Gracilis
25/03/2026 18:47:00,38.85,39.5,78.35,Balanced,Balanced
25/03/2026 18:47:30,65.75,81.27,147.02,Imbalance,Left Vastus Lateralis
25/03/2026 18:48:00,63.42,56.14,119.56,Imbalance,Right Tibialis Anterior
25/03/2026 18:48:30,56.72,60.23,116.95,Imbalance,Left Peroneus Longus
25/03/2026 18:49:00,61.37,46.23,107.6,Imbalance,Right Adductor Longus
25/03/2026 18:49:30,73.4,73.44,146.84,Balanced,Balanced
